gene_id,total_counts,n_cells_by_counts,is_mitochondrial
RPS8,29107.0,2665,False
BEST4,8.0,8,False
PLK3,208.0,196,False
TCTEX1D4,2.0,2,False
BTBD19,3.0,3,False
PTCH2,20.0,20,False
EIF2B3,104.0,98,False
HECTD3,25.0,25,False
UROD,238.0,227,False
ZSWIM5,2.0,2,False
HPDL,7.0,7,False
MUTYH,86.0,80,False
TOE1,45.0,44,False
TESK2,11.0,11,False
CCDC163P,3.0,3,False
MMACHC,2.0,2,False
PRDX1,1410.0,822,False
AKR1A1,467.0,398,False
NASP,325.0,280,False
CCDC17,2.0,2,False
GPBP1L1,226.0,200,False
TMEM69,147.0,135,False
IPP,41.0,41,False
MAST2,13.0,13,False
PIK3R3,9.0,9,False
RP4-533D7.4,1.0,1,False
RP4-533D7.5,0.0,0,False
TSPAN1,0.0,0,False
RP11-322N21.2,0.0,0,False
POMGNT1,56.0,54,False
LURAP1,0.0,0,False
RAD54L,1.0,1,False
LRRC41,124.0,118,False
UQCRH,1945.0,1222,False
NSUN4,41.0,41,False
FAAH,90.0,68,False
RP5-1109J22.2,0.0,0,False
LINC00505,0.0,0,False
DMBX1,0.0,0,False
MKNK1-AS1,0.0,0,False
KNCN,0.0,0,False
MKNK1,124.0,114,False
MOB3C,52.0,52,False
ATPAF1,176.0,158,False
EFCAB14,193.0,148,False
TEX38,0.0,0,False
EFCAB14-AS1,0.0,0,False
CYP4B1,0.0,0,False
CYP4A11,0.0,0,False
CYP4X1,0.0,0,False
CYP4Z1,0.0,0,False
CYP4A22-AS1,0.0,0,False
CYP4A22,0.0,0,False
LINC00853,0.0,0,False
PDZK1IP1,10.0,6,False
TAL1,4.0,3,False
RP1-18D14.7,0.0,0,False
STIL,2.0,2,False
CMPK1,1409.0,1005,False
RP11-511I2.2,3.0,3,False
FOXE3,0.0,0,False
FOXD2-AS1,3.0,3,False
FOXD2,3.0,3,False
RP11-543D5.1,0.0,0,False
TRABD2B,0.0,0,False
RP11-543D5.2,0.0,0,False
FLJ00388,0.0,0,False
RP11-330M19.1,0.0,0,False
RP4-683M8.2,0.0,0,False
RP11-193P11.3,0.0,0,False
AL109659.1,0.0,0,False
RP5-1024N4.2,0.0,0,False
SLC5A9,0.0,0,False
RP5-1024N4.4,0.0,0,False
SPATA6,20.0,18,False
AGBL4,0.0,0,False
BEND5,45.0,44,False
RP11-141A19.1,0.0,0,False
RP11-141A19.2,0.0,0,False
AL645730.2,0.0,0,False
ELAVL4,1.0,1,False
RP11-567C20.2,0.0,0,False
RP11-567C20.3,0.0,0,False
DMRTA2,0.0,0,False
RP5-850O15.4,0.0,0,False
FAF1,109.0,104,False
RP5-850O15.3,0.0,0,False
CDKN2C,63.0,62,False
C1orf185,0.0,0,False
RP11-296A18.3,1.0,1,False
RNF11,182.0,173,False
RP11-296A18.6,0.0,0,False
TTC39A,0.0,0,False
RP11-275F13.1,0.0,0,False
EPS15,193.0,183,False
RP11-253A20.1,0.0,0,False
RP11-191G24.1,0.0,0,False
OSBPL9,152.0,145,False
NRD1,227.0,212,False
RP4-657D16.3,2.0,2,False
RP4-657D16.6,0.0,0,False
RAB3B,0.0,0,False
TXNDC12,543.0,480,False
KTI12,91.0,88,False
RP11-91A18.4,1.0,1,False
TXNDC12-AS1,0.0,0,False
BTF3L4,359.0,320,False
ZFYVE9,3.0,3,False
CC2D1B,28.0,27,False
RP11-155O18.6,0.0,0,False
ORC1,6.0,6,False
PRPF38A,317.0,277,False
ZCCHC11,183.0,161,False
RP11-25O10.2,0.0,0,False
GPX7,123.0,118,False
FAM159A,161.0,152,False
COA7,14.0,13,False
ZYG11B,59.0,58,False
ZYG11A,0.0,0,False
RP4-631H13.2,0.0,0,False
ECHDC2,156.0,149,False
SCP2,991.0,735,False
PODN,3.0,3,False
RP11-334A14.5,0.0,0,False
SLC1A7,11.0,11,False
RP11-334A14.8,0.0,0,False
CPT2,60.0,58,False
RP5-1024G6.2,0.0,0,False
C1orf123,316.0,267,False
RP5-1024G6.7,8.0,8,False
MAGOH,571.0,477,False
RP5-1024G6.5,2.0,2,False
RP5-1024G6.8,1.0,1,False
LRP8,2.0,2,False
RP4-784A16.1,0.0,0,False
RP4-784A16.2,0.0,0,False
RP4-784A16.4,0.0,0,False
RP4-784A16.5,3.0,3,False
RP11-117D22.1,0.0,0,False
RP11-117D22.2,16.0,15,False
DMRTB1,0.0,0,False
GLIS1,0.0,0,False
NDC1,28.0,27,False
YIPF1,95.0,89,False
DIO1,3.0,2,False
HSPB11,256.0,190,False
LRRC42,50.0,50,False
LDLRAD1,0.0,0,False
RP4-758J24.5,0.0,0,False
TMEM59,1504.0,1066,False
TCEANC2,24.0,24,False
AL161915.1,2.0,2,False
CDCP2,0.0,0,False
RP11-446E24.4,0.0,0,False
AL357673.1,0.0,0,False
CYB5RL,6.0,6,False
MRPL37,196.0,184,False
SSBP3,111.0,85,False
SSBP3-AS1,0.0,0,False
RP5-997D24.3,0.0,0,False
RP4-705F19.1,0.0,0,False
RP5-866L20.1,0.0,0,False
ACOT11,9.0,8,False
FAM151A,0.0,0,False
MROH7-TTC4,0.0,0,False
MROH7,0.0,0,False
TTC4,4.0,4,False
PARS2,14.0,7,False
TTC22,24.0,23,False
RP11-67L3.2,0.0,0,False
C1orf177,3.0,3,False
DHCR24,11.0,10,False
RP11-67L3.5,0.0,0,False
RP11-67L3.4,0.0,0,False
TMEM61,0.0,0,False
RP11-12C17.2,0.0,0,False
BSND,0.0,0,False
PCSK9,0.0,0,False
USP24,81.0,78,False
RP11-101C11.1,0.0,0,False
RP11-466L17.1,0.0,0,False
RP11-90C4.1,0.0,0,False
RP11-90C4.2,0.0,0,False
RP11-90C4.3,0.0,0,False
RP1-158P9.1,0.0,0,False
RP11-504A18.1,0.0,0,False
RP4-710M16.2,0.0,0,False
PPAP2B,0.0,0,False
PRKAA2,0.0,0,False
C1orf168,0.0,0,False
RP11-378I13.1,0.0,0,False
C8A,0.0,0,False
C8B,0.0,0,False
RP5-1103B4.3,0.0,0,False
DAB1,4.0,4,False
RP6-102O10.1,0.0,0,False
DAB1-AS1,0.0,0,False
RP11-393I23.4,0.0,0,False
OMA1,69.0,69,False
TACSTD2,0.0,0,False
MYSM1,45.0,44,False
JUN,7301.0,1992,False
LINC01135,17.0,17,False
RP11-63G10.3,0.0,0,False
RP11-63G10.2,0.0,0,False
RP4-794H19.1,3.0,3,False
RP4-794H19.4,0.0,0,False
RP11-145M4.1,0.0,0,False
RP11-145M4.2,0.0,0,False
RP11-145M4.3,1.0,1,False
RP11-467C18.1,0.0,0,False
FGGY,18.0,17,False
RP4-782L23.2,0.0,0,False
RP4-782L23.1,0.0,0,False
HOOK1,8.0,8,False
CYP2J2,3.0,3,False
C1orf87,0.0,0,False
RP11-575B7.3,0.0,0,False
RP11-776H12.1,0.0,0,False
RP11-436K8.1,0.0,0,False
NFIA,12.0,12,False
RP4-668G5.1,0.0,0,False
RP5-833A20.1,0.0,0,False
TM2D1,214.0,204,False
RP11-430G17.3,0.0,0,False
INADL,61.0,61,False
L1TD1,7.0,6,False
KANK4,0.0,0,False
USP1,173.0,164,False
DOCK7,5.0,5,False
ANGPTL3,0.0,0,False
AL138847.1,0.0,0,False
RP11-230B22.1,0.0,0,False
ATG4C,103.0,87,False
RP4-771M4.3,0.0,0,False
RP11-5P4.1,0.0,0,False
RP11-5P4.2,0.0,0,False
RP11-5P4.3,0.0,0,False
RP11-335E6.2,0.0,0,False
RP11-335E6.4,0.0,0,False
LINC00466,0.0,0,False
RP11-335E6.3,0.0,0,False
RP4-792G4.2,0.0,0,False
FOXD3,0.0,0,False
ALG6,70.0,70,False
ITGB3BP,25.0,24,False
EFCAB7,10.0,9,False
DLEU2L,6.0,6,False
PGM1,169.0,97,False
ROR1,1.0,1,False
RP11-24J23.2,0.0,0,False
UBE2U,0.0,0,False
CACHD1,1.0,1,False
RAVER2,4.0,4,False
JAK1,714.0,535,False
RP11-182I10.3,2.0,2,False
RP4-535B20.4,1.0,1,False
RP4-535B20.1,0.0,0,False
AK4,4.0,4,False
DNAJC6,2.0,2,False
RP5-1044H5.1,0.0,0,False
LEPR,8.0,7,False
LEPROT,248.0,203,False
PDE4B,119.0,114,False
RP11-397C12.1,0.0,0,False
SGIP1,0.0,0,False
AL139147.1,0.0,0,False
TCTEX1D1,1.0,1,False
INSL5,0.0,0,False
WDR78,2.0,2,False
RP11-342H21.2,0.0,0,False
MIER1,108.0,107,False
SLC35D1,22.0,22,False
C1orf141,0.0,0,False
IL23R,14.0,14,False
IL12RB2,9.0,9,False
SERBP1,1282.0,926,False
RP4-763G1.2,0.0,0,False
GADD45A,108.0,101,False
GNG12,0.0,0,False
GNG12-AS1,0.0,0,False
DIRAS3,1.0,1,False
WLS,10.0,8,False
RPE65,0.0,0,False
DEPDC1,1.0,1,False
RP4-694A7.2,0.0,0,False
RP4-694A7.4,0.0,0,False
RP11-424D14.1,0.0,0,False
RP11-74K19.1,0.0,0,False
RP3-380B4.1,0.0,0,False
LRRC7,10.0,10,False
RP11-181B18.1,0.0,0,False
LRRC40,57.0,55,False
SRSF11,779.0,661,False
RP4-677H15.4,0.0,0,False
ANKRD13C,60.0,60,False
HHLA3,41.0,41,False
RP11-180O5.2,1.0,1,False
CTH,3.0,3,False
RP11-42O15.3,0.0,0,False
RP5-952N6.1,0.0,0,False
RP11-99H8.1,0.0,0,False
PTGER3,0.0,0,False
RP3-333A15.1,0.0,0,False
ZRANB2-AS1,2.0,2,False
ZRANB2,264.0,244,False
RP11-386O9.2,0.0,0,False
NEGR1,2.0,2,False
RP11-82L20.1,0.0,0,False
RP4-660H19.1,0.0,0,False
RP11-262K1.1,0.0,0,False
RP4-598G3.1,0.0,0,False
RP4-788P17.1,0.0,0,False
LRRIQ3,50.0,9,False
FPGT,36.0,35,False
FPGT-TNNI3K,1.0,1,False
TNNI3K,2.0,2,False
RP11-439H8.4,0.0,0,False
RP4-650F12.2,0.0,0,False
LRRC53,0.0,0,False
C1orf173,0.0,0,False
RP4-612J11.1,0.0,0,False
RP11-17E13.2,0.0,0,False
CRYZ,75.0,75,False
TYW3,76.0,74,False
RP11-93N20.1,0.0,0,False
RP11-510C10.4,0.0,0,False
RP11-510C10.2,0.0,0,False
LHX8,0.0,0,False
RP11-510C10.3,0.0,0,False
SLC44A5,1.0,1,False
RP4-682C21.5,0.0,0,False
ACADM,253.0,213,False
RABGGTB,252.0,234,False
MSH4,0.0,0,False
ASB17,0.0,0,False
RP11-550H2.1,0.0,0,False
RP11-550H2.2,0.0,0,False
ST6GALNAC3,7.0,7,False
RP5-1102E8.3,0.0,0,False
RP11-415A20.1,0.0,0,False
ST6GALNAC5,0.0,0,False
RP4-564M11.2,0.0,0,False
PIGK,80.0,79,False
AK5,64.0,60,False
RP11-375A5.1,0.0,0,False
ZZZ3,60.0,60,False
USP33,150.0,122,False
FAM73A,47.0,46,False
NEXN-AS1,0.0,0,False
NEXN,30.0,26,False
FUBP1,195.0,179,False
DNAJB4,17.0,17,False
GIPC2,2.0,2,False
RP11-386I14.4,26.0,26,False
PTGFR,0.0,0,False
IFI44L,1042.0,711,False
IFI44,386.0,295,False
ELTD1,0.0,0,False
RP4-726F1.1,0.0,0,False
RP11-339A11.2,0.0,0,False
RP11-339D23.1,0.0,0,False
RP11-115A15.1,0.0,0,False
RP5-887A10.1,57.0,36,False
LPHN2,0.0,0,False
RP5-837I24.2,0.0,0,False
RP5-837I24.4,0.0,0,False
RP11-147G16.1,0.0,0,False
RP4-601K24.1,0.0,0,False
RP11-170N11.1,0.0,0,False
RP11-413G15.1,0.0,0,False
RP11-475O6.1,6.0,6,False
RP5-836J3.1,0.0,0,False
TTLL7,2.0,2,False
RP11-486G15.2,6.0,6,False
PRKACB,161.0,126,False
SAMD13,1.0,1,False
DNASE2B,0.0,0,False
RPF1,373.0,336,False
GNG5,1111.0,790,False
CTBS,179.0,161,False
C1orf180,0.0,0,False
SSX2IP,14.0,11,False
LPAR3,0.0,0,False
MCOLN2,26.0,25,False
WDR63,1.0,1,False
MCOLN3,6.0,5,False
SYDE2,7.0,7,False
C1orf52,178.0,165,False
BCL10,104.0,102,False
RP11-131L23.1,9.0,9,False
DDAH1,0.0,0,False
RP11-131L23.2,0.0,0,False
RP11-290M5.4,0.0,0,False
CYR61,0.0,0,False
RP11-290M5.2,0.0,0,False
ZNHIT6,43.0,40,False
COL24A1,0.0,0,False
ODF2L,364.0,329,False
CLCA2,0.0,0,False
CLCA1,0.0,0,False
CLCA4,0.0,0,False
RP4-651E10.4,0.0,0,False
RP4-612B15.3,20.0,20,False
SH3GLB1,534.0,379,False
SEP15,985.0,793,False
HS2ST1,45.0,45,False
RP4-604K5.3,0.0,0,False
RP4-604K5.2,1.0,1,False
RP5-1052I5.2,0.0,0,False
LINC01140,0.0,0,False
LMO4,233.0,205,False
RP4-544H6.2,0.0,0,False
RP5-1027O11.1,0.0,0,False
RP11-76N22.2,1.0,1,False
PKN2,101.0,89,False
GTF2B,330.0,265,False
CCBL2,152.0,145,False
RBMXL1,136.0,133,False
GBP3,91.0,88,False
GBP1,385.0,287,False
GBP2,698.0,525,False
GBP7,0.0,0,False
GBP4,203.0,150,False
GBP5,233.0,203,False
RP4-620F22.2,1.0,1,False
GBP6,0.0,0,False
LRRC8B,29.0,28,False
RP5-1007M22.2,25.0,25,False
LRRC8C,89.0,76,False
RP11-302M6.4,0.0,0,False
RP5-943J3.2,9.0,9,False
LRRC8D,95.0,89,False
RP11-302M6.5,0.0,0,False
ZNF326,82.0,80,False
RP5-827O9.1,0.0,0,False
BARHL2,0.0,0,False
RP4-665J23.1,0.0,0,False
RP4-665J23.2,0.0,0,False
RP4-665J23.4,0.0,0,False
ZNF644,78.0,76,False
HFM1,0.0,0,False
CDC7,9.0,9,False
TGFBR3,51.0,49,False
BRDT,0.0,0,False
EPHX4,2.0,2,False
BTBD8,7.0,7,False
KIAA1107,3.0,3,False
RP4-621B10.8,0.0,0,False
C1orf146,0.0,0,False
GLMN,90.0,86,False
RPAP2,87.0,84,False
GFI1,28.0,28,False
EVI5,33.0,32,False
RPL5,20452.0,2615,False
FAM69A,53.0,52,False
MTF2,240.0,225,False
TMED5,297.0,244,False
CCDC18,86.0,78,False
DR1,349.0,320,False
FNBP1L,3.0,3,False
BCAR3,0.0,0,False
RP5-1033H22.2,0.0,0,False
RP4-561L24.3,4.0,3,False
DNTTIP2,308.0,289,False
GCLM,126.0,121,False
ABCA4,0.0,0,False
RP11-78O9.1,0.0,0,False
ARHGAP29,10.0,10,False
RP11-148B18.1,0.0,0,False
RP11-148B18.4,0.0,0,False
RP11-148B18.3,0.0,0,False
ABCD3,76.0,74,False
F3,0.0,0,False
RP11-86H7.6,0.0,0,False
RP11-86H7.7,0.0,0,False
LINC01057,0.0,0,False
SLC44A3,0.0,0,False
CNN3,18.0,18,False
RP4-639F20.1,2.0,2,False
ALG14,33.0,32,False
RP11-313A24.1,0.0,0,False
TMEM56,1.0,1,False
TMEM56-RWDD3,0.0,0,False
RP11-57H12.3,0.0,0,False
RWDD3,14.0,14,False
RP11-57H12.5,0.0,0,False
RP4-586O15.1,0.0,0,False
RP11-14O19.1,0.0,0,False
RP11-14O19.2,0.0,0,False
RP4-617C6.1,0.0,0,False
RP11-286B14.1,0.0,0,False
RP11-286B14.2,0.0,0,False
RP11-147C23.1,0.0,0,False
RP5-898J17.1,0.0,0,False
PTBP2,21.0,20,False
DPYD,118.0,115,False
DPYD-AS1,0.0,0,False
DPYD-AS2,0.0,0,False
RP11-272L13.3,0.0,0,False
RP11-490G2.2,0.0,0,False
MIR137HG,0.0,0,False
RP5-1070A16.1,0.0,0,False
SNX7,2.0,2,False
LPPR5,0.0,0,False
RP5-896L10.1,0.0,0,False
LPPR4,0.0,0,False
RP11-413P11.1,0.0,0,False
PALMD,0.0,0,False
FRRS1,1.0,1,False
AGL,45.0,42,False
RP5-884G6.2,3.0,3,False
SLC35A3,76.0,76,False
HIAT1,112.0,109,False
RP4-714D9.2,1.0,1,False
SASS6,41.0,40,False
TRMT13,100.0,97,False
LRRC39,1.0,1,False
DBT,31.0,31,False
RP11-305E17.6,3.0,2,False
RTCA,213.0,203,False
RP5-837M10.2,0.0,0,False
CDC14A,94.0,91,False
RP5-837M10.4,2.0,2,False
GPR88,0.0,0,False
RP11-84O12.4,0.0,0,False
VCAM1,1.0,1,False
EXTL2,22.0,22,False
RP4-549L20.3,4.0,4,False
SLC30A7,103.0,98,False
DPH5,252.0,208,False
AC093157.1,7.0,7,False
RP11-421L21.2,5.0,5,False
RP11-421L21.3,74.0,53,False
RP4-575N6.4,32.0,30,False
S1PR1,91.0,88,False
RP11-157N3.1,1.0,1,False
RP11-411H5.1,0.0,0,False
OLFM3,0.0,0,False
RP11-202K23.1,0.0,0,False
RP5-936J12.1,0.0,0,False
COL11A1,0.0,0,False
RP11-347K2.1,0.0,0,False
RP11-347K2.2,0.0,0,False
RP11-153F1.2,0.0,0,False
RP11-153F1.1,0.0,0,False
RNPC3,71.0,70,False
AMY2B,11.0,11,False
AMY2A,0.0,0,False
AMY1A,0.0,0,False
AMY1B,0.0,0,False
AMY1C,0.0,0,False
RP11-364B6.1,1.0,1,False
RP11-251P6.1,0.0,0,False
RP11-24P14.1,0.0,0,False
RP5-947P14.1,0.0,0,False
RP11-233E12.1,0.0,0,False
PRMT6,22.0,21,False
NTNG1,0.0,0,False
VAV3,37.0,37,False
VAV3-AS1,6.0,6,False
RP11-356N1.2,3.0,3,False
SLC25A24,137.0,132,False
RP11-483I13.5,6.0,6,False
NBPF4,0.0,0,False
RP11-483I13.2,0.0,0,False
NBPF6,0.0,0,False
RP11-131J3.1,0.0,0,False
FAM102B,16.0,16,False
HENMT1,150.0,122,False
PRPF38B,492.0,438,False
FNDC7,0.0,0,False
RP11-293A10.3,0.0,0,False
STXBP3,113.0,109,False
AKNAD1,0.0,0,False
SPATA42,0.0,0,False
GPSM2,10.0,10,False
CLCC1,38.0,38,False
WDR47,13.0,13,False
TAF13,19.0,18,False
RP5-1065J22.8,21.0,21,False
TMEM167B,177.0,166,False
SCARNA2,0.0,0,False
C1orf194,0.0,0,False
KIAA1324,16.0,16,False
SARS,457.0,377,False
CELSR2,3.0,3,False
PSRC1,13.0,13,False
MYBPHL,0.0,0,False
SORT1,27.0,25,False
PSMA5,911.0,722,False
SYPL2,0.0,0,False
ATXN7L2,13.0,13,False
CYB561D1,52.0,51,False
AMIGO1,7.0,6,False
GPR61,3.0,3,False
RP5-1160K1.8,0.0,0,False
GNAI3,445.0,386,False
RP5-1160K1.3,1.0,1,False
GNAT2,1.0,1,False
AMPD2,166.0,154,False
RP5-1160K1.6,1.0,1,False
GSTM4,25.0,24,False
GSTM2,24.0,24,False
GSTM1,22.0,22,False
AC000032.2,0.0,0,False
GSTM5,1.0,1,False
RP4-735C1.4,0.0,0,False
GSTM3,77.0,73,False
EPS8L3,0.0,0,False
RP4-735C1.6,0.0,0,False
RP11-195M16.1,1.0,1,False
RP11-195M16.3,0.0,0,False
CSF1,10.0,10,False
AHCYL1,107.0,102,False
STRIP1,65.0,63,False
RP4-773N10.4,3.0,3,False
ALX3,0.0,0,False
RP4-773N10.6,0.0,0,False
UBL4B,0.0,0,False
SLC6A17,0.0,0,False
RP5-1028L10.1,0.0,0,False
RP5-1028L10.2,0.0,0,False
KCNC4-AS1,0.0,0,False
KCNC4,3.0,3,False
RP5-1074L1.1,2.0,2,False
RBM15,32.0,31,False
SLC16A4,14.0,14,False
RP5-1074L1.4,12.0,5,False
LAMTOR5-AS1,5.0,5,False
LAMTOR5,998.0,752,False
PROK1,0.0,0,False
RP11-470L19.5,0.0,0,False
RP11-470L19.2,0.0,0,False
KCNA10,0.0,0,False
KCNA2,1.0,1,False
RP11-284N8.3,18.0,18,False
KCNA3,95.0,91,False
CD53,2611.0,1460,False
RP11-96K19.2,5.0,5,False
LRIF1,118.0,111,False
RP11-96K19.5,7.0,7,False
DRAM2,544.0,435,False
CEPT1,193.0,153,False
RP5-1180E21.4,2.0,2,False
RP5-1180E21.5,45.0,44,False
DENND2D,540.0,433,False
CHI3L2,156.0,108,False
CHIA,0.0,0,False
RP5-1125M8.2,0.0,0,False
PIFO,4.0,4,False
OVGP1,4.0,4,False
WDR77,172.0,162,False
ATP5F1,1417.0,998,False
C1orf162,2084.0,1034,False
ADORA3,3.0,3,False
RAP1A,1152.0,873,False
LINC01160,1.0,1,False
FAM212B,20.0,12,False
FAM212B-AS1,2.0,2,False
DDX20,44.0,44,False
KCND3,1.0,1,False
KCND3-AS1,0.0,0,False
RP11-88H9.2,1.0,1,False
RP5-965F6.2,0.0,0,False
CTTNBP2NL,5.0,5,False
WNT2B,3.0,3,False
RP4-671G15.2,0.0,0,False
ST7L,106.0,78,False
CAPZA1,543.0,457,False
MOV10,42.0,40,False
RP11-426L16.3,5.0,5,False
RHOC,969.0,501,False
RP11-426L16.10,0.0,0,False
PPM1J,5.0,5,False
RP11-426L16.9,0.0,0,False
FAM19A3,0.0,0,False
RP11-426L16.8,0.0,0,False
RP3-522D1.1,0.0,0,False
SLC16A1,29.0,28,False
SLC16A1-AS1,8.0,8,False
RP11-389O22.1,4.0,4,False
RP11-31F15.2,1.0,1,False
LRIG2,31.0,29,False
MAGI3,4.0,4,False
PHTF1,78.0,75,False
RSBN1,218.0,206,False
RP5-1073O3.2,2.0,2,False
PTPN22,100.0,97,False
AP4B1-AS1,7.0,7,False
BCL2L15,3.0,3,False
AP4B1,46.0,46,False
DCLRE1B,18.0,18,False
RP5-1073O3.7,89.0,66,False
HIPK1,114.0,111,False
OLFML3,0.0,0,False
SYT6,0.0,0,False
RP4-543J13.1,0.0,0,False
TRIM33,94.0,91,False
BCAS2,480.0,431,False
DENND2C,6.0,6,False
AMPD1,0.0,0,False
NRAS,80.0,79,False
CSDE1,1075.0,815,False
SIKE1,131.0,123,False
SYCP1,0.0,0,False
TSHB,0.0,0,False
TSPAN2,66.0,63,False
RP4-666F24.3,2.0,2,False
RP4-663N10.1,0.0,0,False
NGF,0.0,0,False
VANGL1,6.0,6,False
CASQ2,0.0,0,False
NHLH2,0.0,0,False
RP11-12L8.1,0.0,0,False
SLC22A15,4.0,4,False
RP11-159M11.2,0.0,0,False
MAB21L3,0.0,0,False
RP5-1185H19.2,0.0,0,False
ATP1A1,665.0,523,False
AL136376.1,4.0,4,False
RP4-655J12.4,0.0,0,False
RP4-655J12.5,0.0,0,False
RP5-1086K13.1,1.0,1,False
CD58,155.0,148,False
IGSF3,1.0,1,False
C1orf137,0.0,0,False
CD2,1518.0,856,False
RP4-753F5.1,0.0,0,False
PTGFRN,1.0,1,False
CD101,26.0,25,False
RP11-27K13.3,1.0,1,False
TTF2,27.0,27,False
TRIM45,1.0,1,False
VTCN1,0.0,0,False
RP11-39H13.1,0.0,0,False
RP11-188D8.1,1.0,1,False
MAN1A2,84.0,83,False
AL157902.3,0.0,0,False
FAM46C,132.0,119,False
GDAP2,40.0,39,False
WDR3,41.0,40,False
SPAG17,0.0,0,False
TBX15,0.0,0,False
RP4-712E4.1,0.0,0,False
RP4-712E4.2,0.0,0,False
WARS2,62.0,33,False
WARS2-IT1,0.0,0,False
RP11-418J17.1,15.0,15,False
RP11-418J17.3,0.0,0,False
RP5-834N19.1,0.0,0,False
HAO2,0.0,0,False
HSD3B2,0.0,0,False
HSD3B1,0.0,0,False
ZNF697,1.0,1,False
PHGDH,23.0,20,False
HMGCS2,0.0,0,False
REG4,17.0,16,False
ADAM30,0.0,0,False
NOTCH2,137.0,129,False
RP11-114O18.1,4.0,4,False
RP11-439A17.7,0.0,0,False
FAM72B,7.0,7,False
RP11-439A17.4,0.0,0,False
RP11-439A17.10,0.0,0,False
RP11-439A17.9,0.0,0,False
FCGR1B,64.0,61,False
RP11-343N15.1,0.0,0,False
RP11-343N15.5,40.0,39,False
AL592494.5,1.0,1,False
RP11-343N15.2,0.0,0,False
RP11-344P13.4,0.0,0,False
RP11-344P13.6,18.0,18,False
RP11-344P13.1,0.0,0,False
RP11-417J8.1,0.0,0,False
RP11-417J8.2,0.0,0,False
RP11-417J8.3,1.0,1,False
RP11-417J8.6,1.0,1,False
RP11-423O2.5,5.0,5,False
RP11-423O2.7,0.0,0,False
RP11-782C8.2,0.0,0,False
RP11-782C8.1,6.0,6,False
RP11-782C8.4,0.0,0,False
RP11-782C8.3,0.0,0,False
RP11-782C8.5,2.0,2,False
RP11-435B5.3,1.0,1,False
RP11-435B5.4,1.0,1,False
RP11-435B5.5,0.0,0,False
RP11-435B5.6,0.0,0,False
RP11-435B5.7,0.0,0,False
RP6-206I17.1,3.0,3,False
RP6-206I17.2,4.0,4,False
RP6-206I17.3,0.0,0,False
PPIAL4G,0.0,0,False
FAM72D,2.0,2,False
RP11-289H16.1,0.0,0,False
NBPF8,0.0,0,False
LINC00623,5.0,5,False
AL592284.1,13.0,13,False
PPIAL4B,0.0,0,False
RP11-640M9.1,43.0,43,False
NBPF9,28.0,28,False
RP4-791M13.3,0.0,0,False
PDE4DIP,63.0,59,False
RP4-791M13.4,1.0,1,False
RP4-791M13.5,0.0,0,False
AL590452.1,19.0,17,False
RP11-326G21.1,2.0,2,False
RP11-458D21.6,3.0,3,False
NOTCH2NL,322.0,275,False
RP11-458D21.5,0.0,0,False
NBPF10,211.0,193,False
RP11-458D21.1,0.0,0,False
HFE2,0.0,0,False
TXNIP,4846.0,2036,False
POLR3GL,661.0,552,False
ANKRD34A,7.0,7,False
RP11-315I20.1,10.0,10,False
LIX1L,155.0,139,False
RBM8A,1085.0,850,False
PEX11B,109.0,106,False
ITGA10,5.0,5,False
RP11-315I20.3,0.0,0,False
ANKRD35,12.0,12,False
PIAS3,22.0,22,False
NUDT17,9.0,9,False
POLR3C,96.0,95,False
RNF115,262.0,232,False
CD160,125.0,79,False
PDZK1,1.0,1,False
GPR89A,44.0,44,False
WI2-925H4.1,0.0,0,False
GPR89C,0.0,0,False
RP11-94I2.4,0.0,0,False
NBPF11,1.0,1,False
NBPF12,37.0,35,False
RP4-704D21.2,0.0,0,False
PRKAB2,34.0,34,False
RP11-337C18.8,10.0,10,False
FMO5,23.0,23,False
RP11-337C18.9,0.0,0,False
CHD1L,66.0,66,False
LINC00624,0.0,0,False
BCL9,22.0,22,False
ACP6,29.0,28,False
RP11-533N14.3,0.0,0,False
GJA5,0.0,0,False
RP11-433J22.2,0.0,0,False
RP11-433J22.3,0.0,0,False
GJA8,0.0,0,False
GPR89B,1.0,1,False
RP6-74O6.2,0.0,0,False
XXyac-YX155B6.7,0.0,0,False
RP6-74O6.3,0.0,0,False
NBPF24,0.0,0,False
BX842679.1,0.0,0,False
XXyac-YX155B6.5,0.0,0,False
XXyac-YX155B6.6,0.0,0,False
RP11-495P10.6,0.0,0,False
RP11-495P10.8,0.0,0,False
RP11-495P10.5,0.0,0,False
RP11-495P10.7,0.0,0,False
RP11-495P10.3,0.0,0,False
RP6-74O6.6,0.0,0,False
LINC01138,0.0,0,False
RP11-495P10.1,0.0,0,False
PPIAL4A,0.0,0,False
NBPF14,24.0,24,False
PPIAL4D,0.0,0,False
RP11-89F3.2,4.0,4,False
NBPF20,4.0,4,False
NBPF15,10.0,10,False
RP11-666A1.5,3.0,3,False
NBPF16,0.0,0,False
RP11-763B22.4,1.0,1,False
RP11-763B22.6,0.0,0,False
RP11-14N7.2,10.0,10,False
RP11-403I13.5,1.0,1,False
RP11-403I13.4,4.0,4,False
LINC00869,0.0,0,False
RP11-403I13.8,57.0,56,False
RP11-403I13.9,0.0,0,False
RP5-998N21.4,0.0,0,False
RP5-998N21.7,0.0,0,False
HIST2H3PS2,0.0,0,False
FAM72C,1.0,1,False
PPIAL4C,0.0,0,False
